id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),86,228482,0,"['Ariana Grande', 'Justin Bieber']","['66CXWjxzNUsdJxJ2JdwvnR', '1uNFoZAHBGtllmzznpCI3s']",2020-05-08,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,3
6EDO9iiTtwNv6waLwa1UUq,POPSTAR (feat. Drake),86,200221,1,"['DJ Khaled', 'Drake']","['0QHgL1lAIqAw0HtD7YldmP', '3TVXtAsR1Inumwj472S9r4']",2020-07-17,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,4
7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),86,139461,1,"['Machine Gun Kelly', 'blackbear']","['6TIYQ3jFPwQSRmorSezPxX', '2cFrymmkijnjDg9SS92EPM']",2020-09-25,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,4
15OjBeqNX3bShsGYQbteRv,La Tóxica,86,180520,0,['Farruko'],['329e4yvIujISKGKz1BZZbO'],2020-07-24,0.659,0.701,9,-4.107,1,0.164,0.0882,0.0,0.0866,0.623,91.97,4
0ri0Han4IRJhzvERHOZTMr,At My Worst,86,170345,0,['Pink Sweat$'],['1W7FNibLa0O0b572tB2w7t'],2020-07-17,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4
7szuecWAPwGoV1e5vGu8tl,In Your Eyes,86,237520,1,['The Weeknd'],['1Xyo4u8uXC1ZmMpatF05PJ'],2020-03-20,0.667,0.719,7,-5.371,0,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,4
27X3qzgB0Show6qfw5wNOK,Esquema Preferido,86,189463,0,"['DJ Ivis', 'Tarcísio do Acordeon']","['0RPzmE1iY76tx1eBBXFyYn', '48HORs6F9P7IgdyKrk4MZC']",2020-11-26,0.669,0.812,5,-4.597,1,0.11,0.256,0.0,0.0773,0.917,159.934,4
7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),86,210800,1,"['Eminem', 'Juice WRLD']","['7dGJo4pcD2V6oG8kP0tJRR', '4MCBfE4596Uoi2O4DtmEMz']",2020-01-17,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,4
4Lt6GXGzYsa1tgkv3nGSTm,Love Not War (The Tampa Beat),86,192921,0,"['Jason Derulo', 'Nuka']","['07YZf4WDAMNwqr4jfgOZ8y', '1XynjLPAyPi8SZAx8LHN0Z']",2020-11-20,0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.013,4
68mrW6gXHgupgSiDHgaDi5,Polvo,86,211130,0,"['Nicky Jam', 'Myke Towers']","['1SupJlEpv7RS2tPNRaHViT', '7iK8PXO48WeuP03g8YR51W']",2020-11-20,0.763,0.621,11,-6.169,0,0.066,0.0105,2.94e-06,0.106,0.582,82.042,4
2mt1IqcFyY1zmYZT8Q3xw9,hot girl bummer,86,188344,1,['blackbear'],['2cFrymmkijnjDg9SS92EPM'],2020-08-21,0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,1
2nZj5YymF54qhAu7RneVP6,Coração Na Cama,86,173227,0,['Hugo & Guilherme'],['1LIuN7ov1IBQDdLsU83ojl'],2020-11-13,0.764,0.794,8,-4.096,1,0.0589,0.663,0.0,0.34,0.721,110.013,4
4HYDUMY0xSpeBr0AMY9cUz,La Curiosidad,86,219048,0,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']","['2cPqdH7XMvwaBJEVjheH8g', '2ydZrTy8U3kOMOzx20s3dg', '7iK8PXO48WeuP03g8YR51W']",2020-06-12,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,4
2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),86,205485,1,"['Juice WRLD', 'Marshmello']","['4MCBfE4596Uoi2O4DtmEMz', '64KEffDW9EtZ1y2vBYgq8T']",2020-07-10,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,4
7hxHWCCAIIxFLCzvDgnQHX,"Lemonade (feat. Gunna, Don Toliver & NAV)",86,195429,1,"['Internet Money', 'Gunna', 'Don Toliver', 'NAV']","['6MPCFvOQv5cIGfw3jODMF0', '2hlmm7s2ICUX0LVIhVFlZQ', '4Gso3d4CscCijv0lmajZWs', '7rkW85dBwwrJtlHRDkJDAC']",2020-08-28,0.8,0.658,1,-6.142,0,0.079,0.25,0.0,0.111,0.462,140.042,4
4RJz8NfIe09gpKMiRUWKhJ,Parce (feat. Justin Quiles),86,248345,0,"['Maluma', 'Lenny Tavárez', 'Justin Quiles']","['1r4hJ1h58CWwUQe3MxPuau', '1pQWsZQehhS4wavwh7Fnxd', '14zUHaJZo1mnYtn6IBRaRP']",2020-08-21,0.691,0.739,5,-3.09,0,0.229,0.422,3.95e-06,0.11,0.884,83.897,4
4C6BlqqMwjFzOXzqpTeoWR,Ponte Pa' Mi,86,202373,0,['Justin Quiles'],['14zUHaJZo1mnYtn6IBRaRP'],2020-11-20,0.878,0.713,5,-4.566,0,0.0948,0.0581,0.0,0.0822,0.615,92.028,4
6KfoDhO4XUWSbnyKjNp9c4,Maniac,86,185773,0,['Conan Gray'],['4Uc8Dsxct0oMqx0P6i60ea'],2020-03-20,0.628,0.639,8,-5.46,1,0.0435,0.00162,0.0,0.354,0.493,108.045,4
5rZlwNFl01HqLWBQGryKSm,Mood Swings (feat. Lil Tjay),86,213333,1,"['Pop Smoke', 'Lil Tjay']","['0eDvMgVFoNV3TpwtrVCoTj', '6jGMq4yGs7aQzuGsMgVgZR']",2020-07-03,0.48,0.602,10,-6.335,0,0.368,0.487,0.0,0.0848,0.269,179.798,4
6vFsBXYczYsP0H3lgunZOm,Cloud 9,85,147351,0,['Beach Bunny'],['2vnB6tuQMaQpORiRdvXF9H'],2020-02-14,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,4
7a53HqqArd4b9NF4XAmlbI,Kings & Queens,85,162399,0,['Ava Max'],['4npEfmQ6YuiwW1GpUmaq3F'],2020-09-18,0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857,4
2Z8yfpFX0ZMavHkcIeHiO1,Monster (Shawn Mendes & Justin Bieber),85,178994,0,"['Shawn Mendes', 'Justin Bieber']","['7n2wHs1TKAczGzO7Dd2rGr', '1uNFoZAHBGtllmzznpCI3s']",2020-11-20,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,4
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,85,183290,0,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],2020-03-27,0.793,0.793,11,-4.521,0,0.083,0.0123,0.0,0.0951,0.679,123.95,4
6qraVL4IJaIj0IuEexYJNa,Explícito,85,195066,1,['Myke Towers'],['7iK8PXO48WeuP03g8YR51W'],2020-12-15,0.828,0.83,2,-3.371,1,0.047,0.348,1.6e-05,0.0613,0.422,95.007,4
4uoR6qeWeuL4Qeu2qJzkuG,Hawái,85,200198,0,['Maluma'],['1r4hJ1h58CWwUQe3MxPuau'],2020-07-29,0.787,0.728,6,-3.455,0,0.389,0.189,2.29e-05,0.0629,0.545,180.066,4
02MWAaffLxlfxAUY7c5dvx,Heat Waves,85,238805,0,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],2020-08-06,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
7D7EH7MGyNHWSkqrszerI1,BEBÉ,85,198707,0,"['Camilo', 'El Alfa']","['28gNT5KBp7IjEOQoevXf9N', '2oQX8QiMXOyuqbcZEFsZfm']",2020-11-25,0.862,0.72,4,-4.048,1,0.0379,0.487,1.19e-06,0.0604,0.965,129.972,4
4Iedi94TIaB2GGb1nMB68v,On Me,85,135960,1,['Lil Baby'],['5f7VJjfbwm532GiveGC0ZK'],2020-12-04,0.856,0.564,6,-6.295,0,0.392,0.00327,0.0,0.134,0.483,77.972,4
11EnQRgRMJwMAesfkB5pnu,Se Te Nota (with Guaynaa),85,155825,0,"['Lele Pons', 'Guaynaa']","['6i3DxIlAqnDkwELLw4aVrx', '0BqURncJM5B1BBu7UM51eq']",2020-09-02,0.905,0.686,0,-3.152,1,0.0664,0.0907,0.0,0.266,0.963,103.013,4
0A1hoCfMLkiAgvhWkkucJa,Body,85,171067,1,['Megan Thee Stallion'],['181bsRPaVXVlUKXrxwZfHK'],2020-11-20,0.914,0.732,8,-6.1,0,0.241,0.0166,0.0,0.107,0.469,94.066,4
5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),85,237735,1,"['Future', 'Drake']","['1RyvyyTE3xzB2ZywiAwp0i', '3TVXtAsR1Inumwj472S9r4']",2020-01-10,0.676,0.609,2,-5.831,0,0.481,0.0706,0.0,0.152,0.508,142.037,4
7JuHVG3qQKQKxC4doneXVW,Back In Blood (feat. Lil Durk),85,184490,1,"['Pooh Shiesty', 'Lil Durk']","['5F1aAS1duwlzExnPs3l2Xe', '3hcs9uc56yIGFCSy9leWe7']",2020-11-06,0.759,0.538,8,-8.256,0,0.384,0.151,0.0,0.126,0.831,146.933,4
73nAK3HgQK8dak83Y2WQ8F,Vida de Rico,85,187427,0,['Camilo'],['28gNT5KBp7IjEOQoevXf9N'],2020-09-21,0.824,0.457,6,-5.428,1,0.0543,0.167,0.0,0.041,0.95,87.977,4
3USxtqRwSYz57Ewm6wWRMp,Heat Waves,85,238805,0,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],2020-08-07,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
6Pgmqg15yVexuOgtzuxwoX,Dancing in My Room,85,180139,1,['347aidan'],['0bBz5bRBkExaej2HxtVfCw'],2020-10-26,0.98,0.413,8,-11.052,0,0.101,0.671,7.95e-05,0.17,0.764,119.993,4
0lx2cLdOt3piJbcaXIV74f,willow,85,214707,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2020-12-11,0.392,0.574,7,-9.195,1,0.17,0.833,0.00179,0.145,0.529,81.112,4
1IIKrJVP1C9N7iPtG6eOsK,Go Crazy,85,176960,1,"['Chris Brown', 'Young Thug']","['7bXgB6jMjp9ATFy66eO08Z', '50co4Is1HCEo8bhOyUWKpn']",2020-05-08,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,4
5IUtvfNvOyVYZUa6AJFrnP,Spicy (feat. Post Malone),84,143375,1,"['Ty Dolla $ign', 'Post Malone']","['7c0XG5cIJTrrAgEC3ULPiq', '246dkjvS1zLTtiykXe5h60']",2020-10-23,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4
2MbdDtCv5LUVjYy9RuGTgC,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",84,227478,1,"['Jack Harlow', 'Tory Lanez', 'DaBaby', 'Lil Wayne']","['2LIk90788K0zvyj2JJVwkJ', '2jku7tDXc6XoB6MO2hFuqg', '4r63FhuTkUYltbVAg5TQnk', '55Aa2cqylxrFIXC767Z865']",2020-06-24,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,4
5m5aY6S9ttfIG157xli2Rs,Alô Ambev (Segue Sua Vida) - Ao Vivo,84,169593,0,['Zé Neto & Cristiano'],['487N2T9nIPEHrlTZLL3SQs'],2020-03-26,0.695,0.872,9,-3.65,1,0.0868,0.334,0.0,0.954,0.646,121.843,4
3Z8FwOEN59mRMxDCtb8N0A,Be Kind (with Halsey),84,172762,0,"['Marshmello', 'Halsey']","['64KEffDW9EtZ1y2vBYgq8T', '26VFTg2z8YR0cCuwLzESi2']",2020-05-01,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4
1yoMvmasuxZfqHEipJhRbp,Hawái,84,199112,0,['Maluma'],['1r4hJ1h58CWwUQe3MxPuau'],2020-08-21,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4
3GtnId3Cm1Xa6joCj08nzW,Jeans,84,185840,1,['Justin Quiles'],['14zUHaJZo1mnYtn6IBRaRP'],2020-08-14,0.807,0.656,3,-4.395,0,0.105,0.0165,0.0,0.0693,0.89,83.943,4
6J2LdBN97cDWn0MLxYh9HB,July,84,156106,0,['Noah Cyrus'],['55fhWPvDiMpLnE4ZzNXZyW'],2020-05-15,0.708,0.186,9,-8.953,0,0.042,0.868,0.0,0.0779,0.322,72.541,4
7GLWWrk1YlkPYqJK3ynIA0,Lance Individual,84,164459,0,['Jorge & Mateus'],['1elUiq4X7pxej6FRlrEzjM'],2020-11-13,0.752,0.62,5,-5.536,1,0.0509,0.309,0.0,0.075,0.962,117.399,4
78qd8dvwea0Gosb6Fe6j3k,Boss Bitch,84,134240,0,['Doja Cat'],['5cj0lLjcoR7YOSnhnX0Po5'],2020-01-23,0.707,0.955,10,-4.593,0,0.222,0.127,0.0,0.202,0.575,125.989,4
1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,84,227186,0,['Sara Kays'],['7Lk9V7E1u5gqSHmtcKlOqH'],2020-11-06,0.679,0.61,7,-10.936,0,0.0305,0.585,9.51e-05,0.156,0.554,123.978,4
69Y5IZuBvGyzySFt5x7kCq,Más De La Una,84,236731,1,"['Piso 21', 'Maluma']","['4bw2Am3p9ji3mYsXNXtQcd', '1r4hJ1h58CWwUQe3MxPuau']",2020-12-03,0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284,4
26w9NTiE9NGjW1ZvIOd1So,BOOKER T,84,156430,1,['Bad Bunny'],['4q3ewBCX7sLwd24euuV69X'],2020-11-27,0.883,0.6,7,-7.188,1,0.37,0.114,7.94e-06,0.0931,0.691,113.903,4
39Yp9wwQiSRIDOvrVg7mbk,THE SCOTTS,84,165978,1,"['THE SCOTTS', 'Travis Scott', 'Kid Cudi']","['2PaZWGu5T5nHjY2xxAkFsT', '0Y5tJX1MQlPlqiwlOH1tJY', '0fA0VVWsXO9YnASrzqfmYu']",2020-04-24,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.979,4
4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,84,206459,0,['Selena Gomez'],['0C8ZW7ezQVs4URX5aX7Kqx'],2020-01-10,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,4
5cpJFiNwYyWwFLH0V6B3N8,Del Mar,84,214507,1,"['Ozuna', 'Doja Cat', 'Sia']","['1i8SpTcr7yvPOmcqrbnVXY', '5cj0lLjcoR7YOSnhnX0Po5', '5WUlDfRSoLAfcVSX1WnrxN']",2020-09-04,0.759,0.636,6,-5.585,1,0.0369,0.0224,0.000143,0.166,0.536,109.976,4
527k23H0A4Q0UJN3vGs0Da,After Party,84,167916,1,['Don Toliver'],['4Gso3d4CscCijv0lmajZWs'],2020-03-13,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,4
6fmQjRuo7XvRFCK2qex5hQ,Mi Cuarto,84,197587,0,['Jerry Di'],['7f02bxFbZIOVdSbYRNYvLT'],2020-04-03,0.854,0.525,1,-4.426,1,0.214,0.819,0.0,0.146,0.63,97.054,4
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,84,221820,0,['Dua Lipa'],['6M2wZ9GZgrQXHCFfjv46we'],2020-03-27,0.73,0.729,4,-3.434,0,0.0883,0.167,1.39e-06,0.349,0.467,113.013,4
7DnAm9FOTWE3cUvso43HhI,Sweet but Psycho,84,187436,0,['Ava Max'],['4npEfmQ6YuiwW1GpUmaq3F'],2020-09-18,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,4
3JKgcAa7r07ocVWcV8bS0H,21,84,163798,1,['Polo G'],['6AgTAQt8XS6jRWi4sX7w49'],2020-05-15,0.783,0.479,7,-10.646,1,0.541,0.149,0.0,0.101,0.533,176.027,4
5ri4zqtWhG07hIuNNDWP76,Fly Away,84,178157,0,['Tones And I'],['2NjfBq1NflQcKSeiDooVjY'],2020-11-13,0.806,0.513,4,-6.208,1,0.0685,0.217,0.0,0.217,0.503,124.988,4
35RJhm1pEovTBwnNR0zWad,GREECE (feat. Drake),84,218902,1,"['DJ Khaled', 'Drake']","['0QHgL1lAIqAw0HtD7YldmP', '3TVXtAsR1Inumwj472S9r4']",2020-07-16,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,4
0DmAvNCAK08oCi7miSZUIY,Lasting Lover,83,218359,0,"['Sigala', 'James Arthur']","['1IueXOQyABrMOprrzwQJWN', '4IWBUUAFIplrNtaOHcJPRM']",2020-09-04,0.676,0.786,1,-4.529,1,0.0478,0.197,0.0,0.0943,0.483,125.983,4
7LE1K0lZyRFZjSlrnm7lfD,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",83,382555,1,"['Jay Wheeler', 'Myke Towers', 'Rauw Alejandro', 'DJ Nelson', 'Jhay Cortez', 'Lunay', 'Kendo Kaponi']","['2cPqdH7XMvwaBJEVjheH8g', '7iK8PXO48WeuP03g8YR51W', '1mcTU81TzQhprhouKaTkpq', '2ydZrTy8U3kOMOzx20s3dg', '0EFisYRi20PTADoJrifHrz', '47MpMsUfWtgyIIBEFOr4FE', '1WMwuNKzEFtU6pPkdtryYS']",2020-12-17,0.841,0.674,2,-5.35,1,0.0962,0.104,0.0,0.131,0.761,90.007,4
1xqRKo0SDFDO5Jy8yEVD0X,ROLLIN N CONTROLLIN FREESTYLE,83,191209,1,['DUSTY LOCANE'],['22hWz22JAmIhIEp0u1X01L'],2020-08-07,0.69,0.514,8,-11.81,0,0.328,0.0975,0.497,0.346,0.307,72.791,4
7x4ASXYEKfQBCewcZhK776,"Ay, DiOs Mío!",83,189653,0,['KAROL G'],['790FomKkXshlbRYZFtlgla'],2020-07-10,0.718,0.712,11,-4.366,1,0.174,0.512,0.00121,0.104,0.531,180.034,4
4wVOKKEHUJxHCFFNUWDn0B,Chicago Freestyle (feat. Giveon),83,220488,1,"['Drake', 'Giveon']","['3TVXtAsR1Inumwj472S9r4', '4fxd5Ee7UefO4CUXgwJ7IP']",2020-05-01,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,4
1H7KnK26kc1YyellpbINEn,The Woo (feat. 50 Cent & Roddy Ricch),83,201600,1,"['Pop Smoke', '50 Cent', 'Roddy Ricch']","['0eDvMgVFoNV3TpwtrVCoTj', '3q7HBObVc0L8jNeTe5Gofh', '757aE44tKEUQEqRuT6GnEB']",2020-07-03,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77e-06,0.259,0.286,99.7,4
0GzuHFG4Ql6DoyxFRnIk3F,Hawái - Remix,83,200482,0,"['Maluma', 'The Weeknd']","['1r4hJ1h58CWwUQe3MxPuau', '1Xyo4u8uXC1ZmMpatF05PJ']",2020-11-05,0.766,0.788,6,-3.128,0,0.312,0.105,5.81e-06,0.142,0.609,179.984,4
4aarlAfLKVCTxUDNgbwhjH,Cry Baby (feat. DaBaby),83,137984,1,"['Megan Thee Stallion', 'DaBaby']","['181bsRPaVXVlUKXrxwZfHK', '4r63FhuTkUYltbVAg5TQnk']",2020-11-20,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058,4
6dyUkkcyYuDiHOwIRXYOJm,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",83,366613,0,"['Wisin', 'Yandel', 'Farruko', 'Jon Z', 'Don Chezina', 'Chencho Corleone', 'Myke Towers']","['3E6xrwgnVfYCrCs0ePERDz', '0eHQ9o50hj6ZDNBt6Ys1sD', '329e4yvIujISKGKz1BZZbO', '5bWUlnPx9OYKsLiUJrhCA1', '1ljNTY4uIBecRJmy69UNWt', '37230BxxYs9ksS7OkZw3IU', '7iK8PXO48WeuP03g8YR51W']",2020-01-24,0.833,0.858,9,-3.283,1,0.0794,0.0696,0.0,0.239,0.675,91.967,4
2tFwfmceQa1Y6nRPhYbEtC,CÓMO SE SIENTE - Remix,83,227520,1,"['Jhay Cortez', 'Bad Bunny']","['0EFisYRi20PTADoJrifHrz', '4q3ewBCX7sLwd24euuV69X']",2020-05-09,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,4
6wJYhPfqk3KGhHRG76WzOh,Blueberry Faygo,83,162547,1,['Lil Mosey'],['5zctI4wO9XSKS8XwcnqEHk'],2020-02-07,0.774,0.554,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.034,4
4R2kfaDFhslZEMJqAFNpdd,cardigan,83,239560,0,['Taylor Swift'],['06HL4z0CvFAxyc27GXpf02'],2020-07-24,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,4
24ySl2hOPGCDcxBxFIqWBu,Rain On Me (with Ariana Grande),83,182200,0,"['Lady Gaga', 'Ariana Grande']","['1HY2Jd0NmPuamShAr6KMms', '66CXWjxzNUsdJxJ2JdwvnR']",2020-05-22,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,4
5VlTQnZO89Ioku8ssdbqJk,Dead Man Walking,83,247080,1,['Brent Faiyaz'],['3tlXnStJ1fFhdScmQeLpuG'],2020-09-18,0.505,0.267,9,-13.763,0,0.05,0.279,0.0,0.096,0.439,143.929,4
0QglpM23kl9ldvVdoYNZwF,Mds,83,125143,1,"['Kawe', 'Mc Lele JP']","['1TYJOhNSxMOODWiDVhuyZb', '1mV9h1AwhRXSjBFcYpajgY']",2020-05-19,0.885,0.561,6,-5.331,1,0.249,0.261,0.0,0.121,0.644,140.02,4
7bCfHiRcfUjG0YVVNUL7Ve,E-GIRLS ARE RUINING MY LIFE!,83,105176,1,"['CORPSE', 'Savage Ga$p']","['7yntSJ6uojO3z6GFUVwhAW', '0x7qiZJaal6j8qS7yCydFk']",2020-09-25,0.614,0.937,1,-7.443,1,0.115,0.00161,0.00136,0.103,0.386,84.98,4
1FP9s72rDYty6mfoOEYKnE,All We Got (feat. KIDDO),83,190218,1,"['Robin Schulz', 'KIDDO']","['3t5xRXzsuZmMDkQzgOX35S', '5pXe6yFchq1oyYK3rq2A8i']",2020-10-16,0.504,0.76,4,-4.246,1,0.0426,0.286,0.0,0.151,0.64,183.933,4
6CDzDgIUqeDY5g8ujExx2f,Heat Waves,83,238805,0,['Glass Animals'],['4yvcSjfu4PC0CYQyLy4wSq'],2020-06-29,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,4
1jaTQ3nqY3oAAYyCTbIvnM,WHATS POPPIN,83,139741,1,['Jack Harlow'],['2LIk90788K0zvyj2JJVwkJ'],2020-03-13,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,4
5SWnsxjhdcEDc7LJjq9UHk,Runnin,83,195906,1,"['21 Savage', 'Metro Boomin']","['1URnnhqYAYcrqrcwql10ft', '0iEtIxbK0KxaSlF7G42ZOp']",2020-10-02,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,4
78SeXVRJ7KCqVmOwTiFjnI,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",83,171215,0,"['Bizarrap', 'Nathy Peluso']","['716NhGYqD1jl2wI1Qkgq36', '3VHAySZQPlfGlNLslzXYpN']",2020-11-27,0.65,0.655,1,-3.71,0,0.405,0.25,0.0,0.0691,0.735,94.059,4
27u7t9d7ZQoyjsCROHuZJ3,Tick Tock (feat. 24kGoldn),83,178374,0,"['Clean Bandit', 'Mabel', '24kGoldn']","['6MDME20pz9RveH9rEXvrOM', '1MIVXf74SZHmTIp4V4paH4', '6fWVd57NKTalqvmjRd2t8Z']",2020-08-21,0.779,0.705,0,-3.895,1,0.0344,0.369,7.91e-06,0.124,0.946,101.022,4
7AzlLxHn24DxjgQX73F9fU,No Idea,83,154424,0,['Don Toliver'],['4Gso3d4CscCijv0lmajZWs'],2020-03-13,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,4
0WlmiIK5qFQ4dAB4mCA4sI,Amor da Despedida,83,169773,0,"['Os Barões Da Pisadinha', 'Fernando & Sorocaba']","['5Lv2GUVwqmQBPwrTrxucE5', '1oSgjdbgLYULVmEBojPRw8']",2020-11-06,0.533,0.915,3,-2.337,0,0.047,0.324,0.0,0.0891,0.967,167.927,4
2DEZmgHKAvm41k4J3R2E9Y,Safaera,83,295177,1,"['Bad Bunny', 'Jowell & Randy', 'Ñengo Flow']","['4q3ewBCX7sLwd24euuV69X', '4IMAo2UQchVFyPH24PAjUs', '12vb80Km0Ew53ABfJOepVz']",2020-02-28,0.607,0.829,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.172,4
51Of5p3lKZeOg6itfs4og4,Lovefool,83,190488,0,['twocolors'],['7ACEUD7UsmmXrnj4OLt8f9'],2020-05-08,0.677,0.766,6,-6.896,1,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,4
2pBEAodCImE4LgbKAG4bfz,Último Beijo,83,181279,0,"['Bruno & Marrone', 'Wesley Safadão']","['5JXhkyafynxCvxtov7C1PV', '1AL2GKpmRrKXkYIcASuRFa']",2020-11-27,0.582,0.899,5,-3.531,1,0.143,0.528,0.0,0.247,0.612,156.621,4
4ZRrLHqzhGRXYj2qcB4s5S,Tattoo - Remix with Camilo,83,222680,0,"['Rauw Alejandro', 'Camilo']","['1mcTU81TzQhprhouKaTkpq', '28gNT5KBp7IjEOQoevXf9N']",2020-07-09,0.848,0.637,9,-5.132,1,0.156,0.0413,0.0,0.0521,0.698,96.988,4
4Ls13Ag4SWnniiX4QLRltL,Acaso,83,200891,0,['Vitor Fernandes'],['3TJGVUkSJzk5ZPixMFczZX'],2020-07-28,0.599,0.882,0,-3.123,0,0.04,0.279,0.00156,0.309,0.542,156.015,4
0t1kP63rueHleOhQkYSXFY,Dynamite,83,199054,0,['BTS'],['3Nrfpe0tUJi4K4DXYWgMUX'],2020-08-28,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4
1J14CdDAvBTE1AJYUOwl6C,Arcade,83,185147,0,['Duncan Laurence'],['3klZnJvYGIbWritVwQD434'],2020-11-12,0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,3
3lCbsHaN1wCxyDzcNN2x4N,Si Me Tomo Una Cerveza,82,182199,0,"['Migrantes', 'Alico']","['48R2gYdPKtfnfKAzhSVPUx', '7n3wAgh1j3RRbxYzfZTQDF']",2020-11-07,0.72,0.613,1,-6.899,0,0.0572,0.185,0.0,0.155,0.857,84.974,4
33gwZOGJWEZ7dRWPqPxBEZ,Wolves (feat. Post Malone),82,199758,1,"['Big Sean', 'Post Malone']","['0c173mlxpT3dSFRgMO8XPh', '246dkjvS1zLTtiykXe5h60']",2020-09-04,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,4
22Sh5dlwbERqJAq1fZk5b2,De Cora <3,82,190101,1,"['Rauw Alejandro', 'J Balvin']","['1mcTU81TzQhprhouKaTkpq', '1vyhD5VmyZ7KMfW5gqLgo5']",2020-11-13,0.811,0.683,11,-2.028,0,0.241,0.46,4.75e-05,0.128,0.571,176.037,4
